id,Max_obs,Parent,Child,estimate
45,20,Memory,Triggers,0.0
45,20,Threat,Appraisals,0.0
45,20,Threat,Memory,0.0
45,20,Threat,Strategies,0.9
45,20,Threat,Triggers,0.0
45,20,Triggers,Appraisals,0.95
45,20,Triggers,Memory,0.9150326797385621
45,20,Triggers,Strategies,0.0
45,20,Triggers,Threat,0.95
46,44,Appraisals,Memory,0.6688888888888889
46,44,Appraisals,Strategies,0.3418181818181818
46,44,Appraisals,Threat,0.6211111111111112
46,44,Appraisals,Triggers,0.0
46,44,Memory,Appraisals,0.2866666666666667
46,44,Memory,Strategies,0.606060606060606
46,44,Memory,Threat,0.5555555555555556
46,44,Memory,Triggers,0.0
46,44,Threat,Appraisals,0.0
46,44,Threat,Memory,0.0
46,44,Threat,Strategies,0.7070707070707071
46,44,Threat,Triggers,0.0
46,44,Triggers,Appraisals,0.3075
46,44,Triggers,Memory,0.7083333333333333
46,44,Triggers,Strategies,0.0
46,44,Triggers,Threat,0.7083333333333333
